,listing__statPrice,product_subtitle,Model,Box,Papers,Age,Movement,ConditionGrade,CaseSize,Case,Dial,Bracelet,LOT,Location,Seller
159,12873.92841,Datejust41,126333,Yes,Yes,2022,automatic,AAA,41mm,StainlessSteelandYellowGold,SlateRomanNumeral,SteelandYellowGoldOyster,#002886,"BuryStEdmunds,Suffolk,UnitedKingdom",
160,17631.8025,GMT-MasterII,126711CHNR,Yes,Yes,2022,automatic,AAA,40mm,StainlessSteel,Black,StainlessSteelOyster,#002891,"Richmond,Surrey,UnitedKingdom",
161,35534.8635,Daytona,116519LN,Yes,Yes,2021,automatic,AA,40mm,WhiteGold,BlackwithDiamondMarkers,BlackOysterflex,#002889,"London,UnitedKingdom",
162,12448.48418,Yacht-Master40,126622,Yes,Yes,2021,automatic,A,40mm,StainlessSteelandPlatinum,Rhodium,StainlessSteelOyster,#002856,"Christchurch,Bournemouth,UnitedKingdom",
163,36832.9935,Daytona,116509,Yes,Yes,2018,automatic,A,40mm,WhiteGold,BlueBaton,WhiteGoldOyster,#002881,"Christchurch,Bournemouth,UnitedKingdom",
164,15213.62775,GMT-MasterII,126711CHNR,Yes,Yes,2019,automatic,A,40mm,StainlessSteelandRoseGold,Black,SteelandRoseGoldOyster,#002880,"Christchurch,Bournemouth,UnitedKingdom",
165,10676.23,Pearlmaster,80319,Yes,Yes,2004,automatic,A,29mm,WhiteGoldwithDiamondSet,WhiteRomanNumeral,WhiteGold,#002879,"Newcastle,TyneandWear,UnitedKingdom",
166,19804.40665,Daytona,116519,Yes,No,2013,automatic,A,40mm,WhiteGold,GreyArabicNumeral,BrownAlligator,#002833,"Sheffield,NorthYorkshire,UnitedKingdom",
167,11335.6294,Yacht-Master37,268621,Yes,Yes,2022,automatic,AAA,37mm,StainlessSteelandRoseGold,Black,SteelandRoseGoldOyster,#002876,"London,UnitedKingdom",
168,13902.187,GMT-Master,16700,Yes,Yes,1998,automatic,A,40mm,StainlessSteel,Black,StainlessSteelJubilee,#002869,"Christchurch,Bournemouth,UnitedKingdom",
169,16040.985,Submariner,126610LV,Yes,Yes,2020,automatic,AA,41mm,StainlessSteel,BlacK,StainlessSteel,#002849,"London,UnitedKingdom",
170,49949.1,Daytona,116505,Yes,Yes,2022,automatic,AAA,40mm,RoseGold,SundustBaton,RoseGoldOyster,#002864,"London,UnitedKingdom",
171,13030.199999999999,Submariner,126613LB,Yes,Yes,2020,automatic,A,41mm,StainlessSteelandYellowGold,Blue,SteelandYellowGoldOyster,#002860,"126613LB,UnitedKingdom",
172,17444.96,Daytona,116523,Yes,Yes,2009,automatic,A,40mm,StainlessSteelandYellowGold,BlackBaton,SteelandYellowGoldOyster,#002850,"Sunningdale,Berkshire,UnitedKingdom",
173,37070.53999999999,Daytona,6239,Yes,No,1967,manual,A,36mm,StainlessSteel,SilverBaton,StainlessSteelOyster,#002856,"London,UnitedKingdom",
174,24804.552499999998,GMT-MasterII,126720VNTR,Yes,Yes,2022,automatic,AAA,40mm,StainlessSteel,Black,StainlessSteelOyster,#002854,"London,UnitedKingdom",
175,18491.6576,Yacht-Master37,268655,Yes,Yes,2020,automatic,AA,37mm,RoseGold,Black,BlackOysterflex,#002843,"London,UnitedKingdom",
176,14369.51775,Deepsea,126660,Yes,Yes,2021,automatic,AA,44mm,StainlessSteel,Z-blue,StainlessSteelOyster,#002842,"Newcastle,TyneandWear,UnitedKingdom",
177,33810.630000000005,Submariner,126618LB,Yes,Yes,2022,automatic,A,41mm,YellowGold,Blue,YellowGoldOyster,#002837,"Fife,Scotland,UnitedKingdom",
178,25076.21725,Sky-Dweller,326939,Yes,Yes,2012,automatic,A,42mm,WhiteGold,WhiteArabicNumeral,WhiteGoldOyster,#002836,"Shrewsbury,Shropshire,UnitedKingdom",
179,17187.07025,GMT-MasterII,126711CHNR,Yes,Yes,2019,automatic,AA,40mm,StainlessSteelandRoseGold,Black,RoseGoldOyster,#002817,"Beverley,NorthYorkshire,UnitedKingdom",
180,25696.078800000003,Yacht-Master42,226659,Yes,Yes,2022,automatic,A,42mm,WhiteGold,Black,BlackOysterflex,#002824,"Oxford,Oxfordshire,UnitedKingdom",
181,33944.909999999996,Yacht-MasterII,116689,Yes,Yes,2021,automatic,AA,44mm,WhiteGoldandPlatinum,White,WhiteGoldOyster,#002830,"Mallorca,Spain",
182,7354.7305,OysterPerpetual36,126000,Yes,Yes,2022,automatic,AA,36mm,StainlessSteel,GreenBaton,StainlessSteelOyster,#002825,"Birmingham,WestMidlands,UnitedKingdom",
183,12446.467,Sea-Dweller,126600,Yes,Yes,2022,automatic,AA,43mm,StainlessSteel,Black,StainlessSteelOyster,#002827,"London,UnitedKingdom",
184,36929.754949999995,Daytona,116518LN,Yes,Yes,2022,automatic,A,40mm,YellowGold,BlackBaton,BlackOysterflex,#002816,"Comber,NorthernIreland,UnitedKingdom",
185,46091.0655,Daytona,116508,Yes,Yes,2022,automatic,A,40mm,YellowGold,BlackBaton,YellowGoldOyster,#002815,"SurreyHills,Surrey,UnitedKingdom",
186,9559.6284,Submariner,16613,Yes,Yes,1998,automatic,A,40mm,StainlessSteel,Blue,SteelandYellowGoldOyster,#002814,"London,UnitedKingdom",
187,9806.025000000001,ExplorerII,16570,Yes,Yes,2008,automatic,A,40mm,StainlessSteeel,White,StainlessSteelOyster,#002764,"Ripon,NorthYorkshire,UnitedKingdom",
188,44452.278,Daytona,116505,Yes,Yes,2017,automatic,AA,40mm,RoseGold,BlackBaton,RoseGoldOyster,#002794,"Knutsford,Cheshire,UnitedKingdom",
189,26394.156,GMT-MasterII,126720VNTR,Yes,Yes,2022,automatic,AAA,40mm,StainlessSteel,Black,StainlessSteelOyster,#002807,"London,UnitedKingdom",
190,17500.473,Daytona,116503,Yes,Yes,2017,automatic,A,40mm,StainlessSteelandYellowGold,BlackBaton,SteelandYellowGoldOyster,#002805,"Edinburgh,Scotland,UnitedKingdom",
191,14918.436,Submariner,126613LB,Yes,Yes,2021,automatic,AA,41mm,StainlessSteelandYellowGold,Blue,SteelandYellowGoldOyster,#002804,"London,UnitedKingdom",
192,21976.003800000002,Daytona,116520,Yes,Yes,2013,automatic,AA,40mm,StainlessSteel,BlackBaton,StainlessSteelOyster,#002801,"Lisburn,UnitedKingdom",
193,11526.65,Submariner,16610,Yes,Yes,2002,automatic,A,40mm,StainlessSteel,Black,StainlessSteelOyster,#002788,"Maidstone,Kent,UnitedKingdom",
194,35120.79,Daytona,116518LN,Yes,Yes,2020,automatic,A,40mm,YellowGold,ChampagnewithDiamondMarkers,BlackOysterflex,#002777,"London,UnitedKingdom",
195,12936.15765,Sea-Dweller,126600,Yes,Yes,2019,automatic,AAA,43mm,StainlessSteel,Black,StainlessSteelOyster,#002778,"Dundee,Scotland,UnitedKingdom",
196,15804.3555,Submariner,16610LV,Yes,Yes,2008,automatic,A,40mm,StainlessSteel,Black,StainlessSteelOyster,#002775,"Brighton,EastSussex,UnitedKingdom",
197,14891.21496,OysterPerpetual36,126000,Yes,Yes,2022,automatic,AA,36mm,StainlessSteel,TurquoiseBlueBaton,StainlessSteelOyster,#002784,"London,UnitedKingdom",
198,11472.7914,Datejust41,126331,Yes,Yes,2020,automatic,A,41mm,StainlessSteel&amp;RoseGold,ChocolateBaton,Steel&amp;RoseGoldJubilee,#002782,"Twyford,Berkshire,UnitedKingdom",
199,12116.67255,Datejust41,126334,Yes,Yes,2021,automatic,AA,41mm,StainlessSteel,SlateRomanNumeral,StainlessSteelOyster,#002780,"Twyford,Berkshire,UnitedKingdom",
200,17750.0,GMT-MasterII,126710BLRO,Yes,Yes,2022,automatic,AA,40mm,StainlessSteel,Black,StainlessSteelOyster,#002787,"Tampa,Florida,USA",
201,30510.629999999997,Daytona,116500LN,Yes,Yes,2020,automatic,AA,40mm,StainlessSteel,WhiteBaton,StainlessSteelOyster,#002786,"WestMidlands,UnitedKingdom",
202,14211.224999999999,Submariner,126610LN,Yes,Yes,2021,automatic,AA,41mm,StainlessSteel,Black,StainlessSteelOyster,#002785,"Silverstone,Northamptonshire,UnitedKingdom",
203,25812.225,Yacht-Master42,226659,Yes,Yes,2021,automatic,A,42mm,WhiteGold,Black,BlackOysterflex,#002784,"Silverstone,Northamptonshire,UnitedKingdom",
204,44084.788,Daytona,116509,Yes,Yes,2021,automatic,AA,40mm,WhiteGold,SundustBaton,WhiteGoldOyster,#002738,"Sunningdale,Surrey,UnitedKingdom",
205,35061.3055,GMT-MasterII,126715CHNR,Yes,Yes,2019,automatic,A,40mm,RoseGold,Black,RoseGoldOyster,#002758,"London,UnitedKingdom",
206,12716.775225,Day-DateOysterquartz,19018,Yes,No,1970's,quartz,AA,36mm,YellowGold,ChampagneBaton,YellowGold,#002712,"Sunningdale,Surrey,UnitedKingdom",
207,39217.265999999996,Daytona,116519LN,Yes,Yes,2022,automatic,AAA,40mm,WhiteGold,SteelandBlackBaton,Oysterflex,#002727,"WestMidlands,UnitedKingdom",
208,4836.2286,OysterDate34mm,115200,Yes,Yes,2014,automatic,A,34mm,StainlessSteel,SilverBaton,StainlessSteelOyster,#002746,"Dundee,UnitedKingdom",
209,20726.694,Daytona,16520,Yes,No,1997,automatic,A,40mm,StainlessSteel,BlackBaton,StainlessSteelOyster,#002726,"Brighton,EastSussex,UnitedKingdom",
210,121481.4565,Daytona,116506,Yes,Yes,2021,automatic,A,40mm,Platinum,IceBlueBaguette,PlatinumOyster,#002724,"Liverpool,Merseyside,UnitedKingdom",
211,7945.2327000000005,Datejust41,126300,Yes,Yes,2020,automatic,A,41mm,StainlessSteel,SilverBaton,StainlessSteelOyster,#002747,"Dundee,UnitedKingdom",
212,30541.753500000003,Daytona,116515LN,Yes,Yes,2018,automatic,A,40mm,RoseGold,SundustBaton,BlackOysyerflex,#002735,"London,UnitedKingdom",
213,80676.33,Daytona,116518LN,Yes,Yes,2021,automatic,AA,40mm,YellowGold,MeteoriteBaton,BlackOysterflex,#002731,"Heathrow,UnitedKingdom",
214,49558.317,Daytona,116505,Yes,Yes,2022,automatic,AAA,40mm,RoseGold,White,RoseGold,#002729,"London,UnitedKingdom",
215,39185.646,CosmographDaytona,6239,No,No,1967,manual,A,36mm,StainlessSteel,BlackBaton,StainlessSteelOyster,#002723,"London,UnitedKingdom",
216,31694.272500000003,Daytona,116500,Yes,Yes,2022,automatic,AA,40mm,StainlessSteel,WhiteBaton,StainlessSteelOyster,#002722,"London,UnitedKingdom",
217,9650.883100000001,Datejust41,126300,Yes,Yes,2022,automatic,AAA,41mm,StainlessSteel,BlueBaton,StainlessSteelJubilee,#002717,"WestMidlands,UnitedKingdom",
218,9200.06655,Datejust,126234,Yes,Yes,2021,automatic,AA,36mm,StainlessSteelAndWhiteGold,BlackBaton,StainlessSteelJubilee,#002695,"Windsor,Berkshire,UnitedKingdom",
219,39753.66336,GMTMasterII,126719BLRO,Yes,Yes,2022,automatic,AA,40mm,WhiteGold,MidnightBlue,WhiteGold,#002686,"Surrey,UnitedKingdom",
220,75006.912,GMT-MasterII,116758SR,Yes,Yes,2010,automatic,A,40mm,YellowGoldwithDiamonds,Black,YellowGoldOyster,#002703,"Shrewsbury,Shropshire,UnitedKingdom",
221,20216.70675,Daytona,116520,Yes,Yes,2010,automatic,A,40mm,StainlessSteel,BlackBaton,StainlessSteelOyster,#002701,"London,UnitedKingdom",
222,19044.72375,Sky-Dweller,326934,Yes,Yes,2020,automatic,A,42mm,StainlessSteelandWhiteGold,BlackBaton,StainlessSteelOyster,#002687,"London,UnitedKingdom",
223,17036.774999999998,GMT-MasterII,126710BLNR,Yes,Yes,2019,automatic,A,40mm,StainlessSteel,Black,StainlessSteelJubilee,#002697,"London,UnitedKingdom",
224,7049.7,Explorer,214270,Yes,Yes,2020,automatic,AA,39mm,StainlessSteel,Black,StainlessSteelOyster,#002697,"Stirling,Scotland,UnitedKingdom",
225,17917.9875,GMT-MasterII'Pepsi',126710BLRO,Yes,No,2021,automatic,A,40mm,StainlessSteel,Black,StainlessSteelJubilee,#002693,"Heathrow,UnitedKingdom",
226,14628.127499999999,Sea-Dweller,126600,Yes,Yes,2018,automatic,AAA,43mm,StainlessSteel,Black,StainlessSteelOyster,#002689,"London,England,UnitedKingdom",
227,38006.30045,Submariner,126618LB,Yes,Yes,2022,automatic,AAA,41mm,YellowGold,Blue,YellowGoldOyster,#002683,"Cardiff,Wales,UnitedKingdom",
228,13334.51345,Sea-Dweller,126600,Yes,Yes,2021,automatic,AA,43mm,StainlessSteel,Black,StainlessSteelOyster,#002679,"Surrey,UnitedKingdom",
229,34167.886999999995,Day-Date,228239,Yes,Yes,2019,automatic,A,40mm,WhiteGold,GreyBaton,WhiteGoldPresident,#2648,"Fareham,Hampshire,UnitedKingdom",
230,8365.2413,Datejust41,126300,Yes,Yes,2022,automatic,AAA,41mm,Steel,Slate,Jubilee,#2677,"WestMidlands,UnitedKingdom",
231,53019.134999999995,Sky-Dweller,326935,Yes,Yes,2022,automatic,AA,42mm,RoseGold,ChocolateBaton,RoseGoldOyster,#2676,"London,UnitedKingdom",
232,14138.435999999998,Deepsea,126660,Yes,Yes,2020,automatic,A,44mm,StainlessSteel,Blue/Black,StainlessSteelOyster,#2671,"Surrey,UnitedKingdom",
233,7464.051,Air-King,116900,Yes,Yes,2019,automatic,A,40mm,StainlessSteel,Black,StainlessOysterSteel,#2664,"London,England,UnitedKingdom",
234,11847.7,Datejust41,126331,Yes,Yes,2020,automatic,A,41mm,SteelandRoseGold,SundustBaton,SteelandRoseGoldJubilee,#2663,"London,UnitedKingdom",
235,13486.932099999998,Sea-Dweller,126600,Yes,Yes,2021,automatic,AA,43mm,StainlessSteel,Black,StainlessSteelOyster,#2654,"Fareham,UnitedKingdom",
236,15901.622999999998,GMT-MasterII,126710BLNR,Yes,Yes,2020,automatic,A,40mm,StainlessSteel,Black,StainlessSteelJubilee,#2659,"London,UnitedKingdom",
237,10954.451399999998,GMTMasterII,16713,Yes,Yes,2001,automatic,A,40mm,Steel,Black,Bracelet,#2657,"Northampton,UnitedKingdom",
238,8657.550299999999,OysterPerpetual31,277200,Yes,Yes,2022,automatic,AA,31mm,StainlessSteel,TurquoiseBaton,StainlessSteel,#,"Lanarkshire,Scotland,UnitedKingdom",
239,42290.4625,Sky-Dweller,326935,Yes,Yes,2019,automatic,A,42mm,RoseGold,RhodiumBaton,RoseGoldOyster,#2646,"London,UnitedKingdom",
240,12598.4175,Yacht-Master40,116621,Yes,Yes,2018,automatic,A,40mm,StainlessSteelandRoseGold,Chocolate,SteelandRoseGoldOyster,#2644,"London,UnitedKingdom",
241,43887.445,Daytona,116508,Yes,Yes,2021,automatic,A,40mm,YellowGold,Black,YellowGoldOyster,#002631,"London,UnitedKingdom",
242,11119.73,Day-Date,18038,Yes,No,1980's,automatic,A,36mm,YellowGold,ChampagneBaton,YellowGoldPresident,#2637,"Nuneaton,Warwickshire,UnitedKingdom",
243,16301.051,Milgauss,1019,Yes,No,1970's,automatic,A,38mm,StainlessSteel,SilverBaton,StainlessSteelOyster,#002634,"London,UnitedKingdom",
244,9105.311599999999,Sea-Dweller,16600,Yes,Yes,2007,automatic,A,40mm,StainlessSteel,Black,StainlessSteelOyster,#002632,"London,UnitedKingdom",
245,16318.610399999998,GMT-MasterII,126710BLNR,Yes,Yes,2021,automatic,A,40mm,StainlessSteel,Black,StainlessSteelJubilee,#002627,"Eastbourne,EastSussex,UnitedKingdom",
246,29201.025500000003,Yacht-Master40,126655,Yes,Yes,2022,automatic,AA,40mm,RoseGold,Black,BlackOysterflex,#002623,"London,UnitedKingdom",
247,35823.938500000004,Daytona,116528,Yes,No,2006,automatic,A,40mm,YellowGold,WhiteBaton,YellowGoldOyster,#002620,"London,UnitedKingdom",
248,64483.08930000001,Daytona,116505,Yes,Yes,2019,automatic,A,40mm,RoseGold,SundustBaguette,RoseGoldOyster,#002603,"London,UnitedKingdom",
249,14638.578500000001,Deepsea,116660,Yes,Yes,2017,automatic,AA,44mm,StainlessSteel,Black,StainlessSteelOyster,#002614,"Edinburgh,Scotland,UnitedKingdom",
250,25692.199,Daytona,116520,Yes,Yes,2016,automatic,A,40mm,StainlessSteel,WhiteBaton,StainlessSteelOyster,#002595,"London,UnitedKingdom",
251,43651.0175,Sky-Dweller,326938,Yes,Yes,2022,automatic,AA,42mm,YellowGold,BlackBaton,YellowGoldOyster,#002606,"Cardiff,Wales,UnitedKingdom",
252,7104.5794000000005,OysterPerpetual36,126000,Yes,Yes,2021,automatic,AA,36mm,StainlessSteel,BlueBaton,StainlessSteelOyster,#002578,"Luton,Bedfordshire,UnitedKingdom",
253,13653.112,GMT-MasterII,116710LN,Yes,Yes,2019,automatic,AAA,40mm,StainlessSteel,Black,StainlessSteelOyster,#002601,"London,UnitedKingdom",
254,9907.568,ExplorerII,226570,Yes,Yes,2022,automatic,AA,42mm,StainlessSteel,Black,StainlessSteelOyster,#002582,"Bristol,UnitedKingdom",
255,79125.3755,Daytona,116508,Yes,Yes,2022,automatic,AAA,40mm,YellowGold,GreenBaton,YellowGoldOyster,#002591,"London,UnitedKingdom",
256,13892.2415,SubmarinerDate,116610LN,Yes,Yes,2018,automatic,AAA,40mm,StainlessSteel,Black,StainlessSteelOyster,#002586,"London,UnitedKingdom",
257,17301.99375,GMT-MasterII'Pepsi',126710BLRO,Yes,No,2021,automatic,A,40mm,StainlessSteel,Black,StainlessSteelJubilee,#002584,"Heathrow,UnitedKingdom",
258,19123.25625,Daytona,116503,Yes,Yes,2021,automatic,A,40mm,StainlessSteelandYellowGold,BlackBaton,SteelandYellowGoldOyster,#002577,"Averham,Nottinghamshire,UnitedKingdom",
259,14462.961975000002,Yacht-Master40,116622,Yes,Yes,2018,automatic,AAA,40mm,StainlessSteelandPlatinum,Blue,StainlessSteelOyster,#002576,"London,UnitedKingdom",
260,21891.52735,Daytona,116520,Yes,Yes,2007,automatic,A,40mm,StainlessSteel,Black,StainlessSteelOyster,#002573,"London,UnitedKingdom",
261,24447.917543,OysterPerpetual41,124300,Yes,Yes,2021,automatic,AAA,41mm,StainlessSteel,TurquoiseBaton,StainlessSteelOyster,#002568,"Taplow,Buckinghamshire,UnitedKingdom",
262,11491.0958,Datejust41,126333,Yes,Yes,2021,automatic,A,41mm,StainlessSteelandYellowGold,BlackBaton,SteelandYellowGoldJubilee,#002567,"Leigh-on-Sea,Essex,UnitedKingdom",
263,36674.932456999995,Submariner,126619LB,Yes,Yes,2022,automatic,AA,41mm,WhiteGold,Black,WhiteGoldOyster,#002565,"London,UnitedKingdom",
264,94129.189,Daytona,116518LN,Yes,Yes,2021,automatic,AA,40mm,YellowGold,MeteoriteBaton,BlackOysterflex,#002562,"London,UnitedKingdom",
265,11264.158,ExplorerII,226570,Yes,Yes,2022,automatic,AA,42mm,StainlessSteel,White,StainlessSteelOyster,#002559,"EastLondon,UnitedKingdom",
266,5876.951999999999,Datejust36,126200,Yes,Yes,2020,automatic,A,36mm,StainlessSteel,BlackBaton,StainlessSteelOyster,#002557,"Warrington,Cheshire,UnitedKingdom",
267,24222.2847,Daytona,116520,Yes,Yes,2013,automatic,A,40mm,StainlessSteel,Black,StainlessSteelOyster,#002551,"London,UnitedKingdom",
268,11478.101094,OysterPerpetual36,126000,Yes,Yes,2022,automatic,AA,36mm,StainlessSteel,CandyPink,StainlessSteelOyster,#,"London,UnitedKingdom",
269,22651.7625,Sky-Dweller,326934,Yes,Yes,2021,automatic,A,42mm,StainlessSteelandWhiteGold,BlueBaton,StainlessSteelOyster,#002549,"Surrey,UnitedKingdom",
270,30202.35,GMT-MasterII,126720VTNR,Yes,Yes,2022,automatic,AA,40mm,StainlessSteel,Black,StainlessSteelJubilee,#002546,"Stratford-upon-Avon,UnitedKingdom",
271,12080.94,GMT-MasterII,116710LN,Yes,Yes,2018,automatic,A,40mm,StainlessSteel,Black,StainlessSteelOyster,#002539,"NetherAlderley,Cheshire,UnitedKingdom",
272,5800.0,Yacht-Master,168623,Yes,Yes,2001,automatic,A,35mm,StainlessSteelandYellowGold,Champagne,SteelandYellowGoldOyster,#002544,"NewYork,USA",
273,118414.674,Daytona,116506,Yes,Yes,2018,automatic,AA,40mm,Platinum,IceBlueBaguette,PlatinumOyster,#002541,"London,UnitedKingdom",
274,19316.0,GMT-MasterII,126710BLRO,Yes,Yes,2020,automatic,AA,40mm,StainlessSteel,Black,StainlessSteelJubilee,#002529,"NetherAlderley,Cheshire,UnitedKingdom",
275,47988.1875,Daytona,116505,Yes,Yes,2014,automatic,A,40mm,RoseGold,ChocolateBaton,RoseGoldOyster,#002528,"London,UnitedKingdom",
276,17269.280600000002,GMT-MasterII,126710BLNR,Yes,Yes,2020,automatic,AA,40mm,StainlessSteel,Black,StainlessSteelJubilee,#002517,"Richmond,Surrey,UnitedKingdom",
277,18509.0775,GMT-MasterII,126710BLNR,Yes,Yes,2022,automatic,AA,40mm,StainlessSteel,Black,StainlessSteelOyster,#002502,"Nottingham,Nottinghamshire,UnitedKingdom",
278,16385.085,Deepsea'JamesCameron',126660,Yes,Yes,2020,automatic,AAA,44mm,StainlessSteel,D-blue,StainlessSteelOyster,#002505,"Richmond,Surrey,UnitedKingdom",
279,22719.4908,Daytona,116520,Yes,Yes,2010,automatic,A,40mm,StainlessSteel,WhiteBaton,StainlessSteelOyster,#2498,"Chichester,Sussex,UnitedKingdom",
280,9336.977832,Datejust41,126300,Yes,Yes,2020,automatic,AAA,41MM,StainlessSteel,AzzurroRomanNumeral,StainlessSteelOyster,#2498,"Nantwich,Cheshire,UnitedKingdom",
281,8672.4938,Datejust31,178344,Yes,Yes,2016,automatic,AAA,31mm,SteelandWhiteGold,GreyFlowerMotif,StainlessSteelOyster,#2496,"Nantwich,Cheshire,UnitedKingdom",
282,12142.831657,OysterPerpetual41,124300,Yes,Yes,2022,automatic,AA,41mm,StainlessSteel,GreenBaton,StainlessSteelOyster,#,"London,UnitedKingdom",
283,41749.042,Yacht-MasterII,116689,Yes,Yes,2021,automatic,AA,44mm,WhiteGoldandPlatinum,White,WhiteGoldOyster,#002484,"Gibraltar,Gibraltar",
284,8522.5,ExplorerII,16570,Yes,Yes,1996,automatic,A,40mm,StainlessSteel,White,StainlessSteelOyster,#002479,"Brecon,Wales,UnitedKingdom",
285,13988.9105,GMT-Master,16700,Yes,Yes,1998,automatic,A,40mm,StainlessSteel,Black,StainlessSteelOyster,#002470,"Fareham,Hampshire,UnitedKingdom",
286,9731.416,ExplorerII,216570,Yes,Yes,2020,automatic,AA,42mm,StainlessSteel,White,StainlessSteelOyster,#002466,"Gibraltar,Gibraltar",
287,30305.0,Day-Date,118296,Yes,Yes,2006,automatic,A,36mm,PlatinumwithDiamond,RomanNumeralwithDiamond,PlatinumPresident,#002465,"Shrewsbury,Shropshire,UnitedKingdom",
288,20001.3,Sky-Dweller,326934,Yes,Yes,2018,automatic,A,42mm,StainlessSteelandWhiteGold,WhiteBaton,StainlessSteel,#002464,"EastGrinstead,WestSussex,UnitedKingdom",
289,14582.274,Deepsea,126660,Yes,Yes,2022,automatic,AAA,44mm,StainlessSteel,Black,StainlessSteelOyster,#002334,"Sydney,Australia",
290,40957.93,Submariner,11618LB,Yes,Yes,2021,automatic,AAA,40mm,YellowGold,Blue,YellowGoldOyster,#002434,"London,UnitedKingdom",
291,7442.79,Explorer,214270,Yes,Yes,2013,automatic,A,39mm,StainlessSteel,Black,StainlessSteelOyster,#002430,"SaffronWalden,Essex,UnitedKingdom",
292,9603.6,Submariner,14060M,Yes,Yes,2010,automatic,A,40mm,StainlessSteel,Black,StainlessSteelOyster,#002429,"SaffronWalden,Essex,UnitedKingdom",
293,16806.3,OysterPerpetual,124300,Yes,Yes,2021,automatic,AA,41mm,StainlessSteel,CoralRedBaton,StainlessSteelOyster,#002425,"Luton,Bedfordshire,UnitedKingdom",
294,29736.8775,GMT-MasterII,126720VTNR,Yes,Yes,2022,automatic,AAA,40mm,StainlessSteel,Black,StainlessSteelOyster,#,"London,UnitedKingdom",
295,7408.9565999999995,OysterPerpetual39,114300,Yes,Yes,2018,automatic,A,39mm,StainlessSteel,BlueBaton,StainlessSteelOyster,#002413,"Edinburgh,Scotland,UnitedKingdom",
296,27186.09075,Yacht-Master42,226659,Yes,Yes,2021,automatic,AA,42mm,WhiteGold,Black,BlackOysterflex,#002407,"Brighton,EastSussex,UnitedKingdom",
297,16729.902,Yacht-MasterII,116680,Yes,Yes,2015,automatic,A,44mm,StainlessSteel,White,StainlessSteelOyster,#002406,"Brighton,EastSussex,UnitedKingdom",
298,17952.885,GMT-MasterII,126710BLNR,Yes,Yes,2020,automatic,AA,40mm,StainlessSteel,Black,StainlessSteelJubilee,#002399,"Surrey,UnitedKingdom",
299,13763.878499999999,Sea-Dweller,126600,Yes,Yes,2021,automatic,A,43mm,StainlessSteel,Black,StainlessSteelOyster,#002398,"London,UnitedKingdom",
300,0.0,Submariner,116610LN,Yes,Yes,2018,automatic,A,40mm,StainlessSteel,Black,StainlessSteelOyster,#004598,"Bedford,Bedfordshire,UnitedKingdom",
301,20346.603,Daytona,116520,Yes,No,2006,automatic,A,40mm,StainlessSteel,BlackBaton,StainlessSteelOyster,#002388,"Cardiff,Wales,UnitedKingdom",
302,27614.03,Submariner,16610LV,Yes,Yes,2004,automatic,A,40mm,StainlessSteel,Black,StainlessSteelOyster,#002389,"Norwich,UnitedKingdom",
303,6109.2492,Datejust36,116234,Yes,Yes,2011,automatic,A,36mm,StainlessSteelandWhiteGold,SilverBaton,StainlessSteelJubilee,#002385,"London,UnitedKingdom",
304,7606.6142,Air-King,116900,Yes,Yes,2022,automatic,AA,40mm,StainlessSteel,Black,StainlessSteelOyster,#002382,"London,UnitedKingdom",
305,24556.786,Sky-Dweller,326934,Yes,Yes,2021,automatic,A,42mm,StainlessSteelandWhiteGold,BlueBaton,StainlessSteelOyster,#002380,"Surrey,UnitedKingdom",
306,21623.148492,Daytona,116520,Yes,No,2000,automatic,A,40mm,StainlessSteel,WhiteBaton,StainlessSteelOyster,#002381,"Cardiff,Wales,UnitedKingdom",
307,34140.96,Daytona,116500LN,Yes,Yes,2021,automatic,AAA,40mm,StainlessSteel,WhiteBaton,StainlessSteelOyster,#002372,"Cambridge,Cambridgeshire,UnitedKingdom",
308,16122.119999999999,Submariner,126613LB,Yes,Yes,2022,automatic,AAA,41mm,StainlessSteelandYellowGold,Blue,SteelandYellowGoldOyster,#002373,"EastMidlands,UnitedKingdom",
309,40283.404,GMT-MasterII,126715CHNR,Yes,Yes,2020,automatic,A,40mm,RoseGold,Black,RoseGoldOyster,#002366,"Guildford,Surrey,UnitedKingdom",
310,58921.25,Daytona,116505,Yes,Yes,2021,automatic,A,40mm,RoseGold,ChocolateBaton,RoseGoldOyster,#002357,"WaltononThames,Surrey,UnitedKingdom",
311,10998.240525000001,Submariner,11661OLN,Yes,Yes,2013,automatic,AA,40mm,StainlessSteel,Black,StainlessSteelOyster,#002356,"Nuneaton,WestMidlands,UnitedKingdom",
312,19053.296,GMT-MasterII,126711CHNR,Yes,Yes,2021,automatic,A,40mm,StainlessSteelandRoseGold,Black,SteelandRoseGoldOyster,#002335,"London,UnitedKingdom",
313,8661.24,Datejust36,126200,Yes,Yes,2022,automatic,AA,36mm,StainlessSteel,BlueMotifBaton,StainlessSteelJubilee,#,"Gloucester,Gloucestershire,UnitedKingdom",
314,19908.8225,Submariner,116610LV,Yes,Yes,2018,automatic,A,40mm,StainlessSteel,Green,StainlessSteelOyster,#002316,"Malvern,Worcestershire,UnitedKingdom",
315,33661.124,GMT-MasterII,126720VNTR,Yes,Yes,2022,automatic,AAA,40mm,StainlessSteel,Black,StainlessSteelOyster,#002312,"London,UnitedKingdom",
